val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.17567325627367614, 'Acc': 0.35858585858585856, 'loss': 5.4531719097192735}",5.4531719097192735,0,544,
,,0,544,"{'F1': 0.18734891014394325, 'Acc': 0.31965802157447787, 'loss': 5.715950766834644}"
"{'F1': 0.17814829001471597, 'Acc': 0.34297520661157027, 'loss': 5.102019001507079}",5.102019001507079,1,1089,
,,1,1089,"{'F1': 0.1870921654206236, 'Acc': 0.3219531787927473, 'loss': 5.296300434628757}"
"{'F1': 0.14408708088551597, 'Acc': 0.28512396694214875, 'loss': 6.89309513223344}",6.89309513223344,2,1634,
,,2,1634,"{'F1': 0.19157045852193544, 'Acc': 0.3271746614643103, 'loss': 5.341885924120562}"
"{'F1': 0.18097051997360988, 'Acc': 0.31267217630853994, 'loss': 5.455131316530531}",5.455131316530531,3,2179,
,,3,2179,"{'F1': 0.19273614068058437, 'Acc': 0.3300436079871471, 'loss': 5.384746256662071}"
"{'F1': 0.18518884731436802, 'Acc': 0.3002754820936639, 'loss': 6.053952521172123}",6.053952521172123,4,2724,
,,4,2724,"{'F1': 0.19366817468011718, 'Acc': 0.32895340830846914, 'loss': 5.519991827011109}"
"{'F1': 0.192269773487731, 'Acc': 0.3581267217630854, 'loss': 5.172410538663035}",5.172410538663035,5,3269,
,,5,3269,"{'F1': 0.18680970559780194, 'Acc': 0.3263139775074593, 'loss': 5.43868494165053}"
"{'F1': 0.17701106286997628, 'Acc': 0.3333333333333333, 'loss': 5.028545517852341}",5.028545517852341,6,3814,
,,6,3814,"{'F1': 0.18320141006924912, 'Acc': 0.3228712416800551, 'loss': 5.367155454355642}"
"{'F1': 0.21410080426355363, 'Acc': 0.34067952249770433, 'loss': 6.000739246174909}",6.000739246174909,7,4359,
,,7,4359,"{'F1': 0.19283807182508333, 'Acc': 0.32723204039476705, 'loss': 5.264032063790418}"
"{'F1': 0.18427813193328105, 'Acc': 0.35996326905417814, 'loss': 4.3938737071078755}",4.3938737071078755,8,4904,
,,8,4904,"{'F1': 0.188981621790251, 'Acc': 0.33101904980491165, 'loss': 5.371691887750538}"
"{'F1': 0.16499948577250734, 'Acc': 0.3379247015610652, 'loss': 5.613505532344182}",5.613505532344182,9,5449,
,,9,5449,"{'F1': 0.19034294827350656, 'Acc': 0.3246499885242139, 'loss': 5.303030542933612}"
"{'F1': 0.1952137479058342, 'Acc': 0.29843893480257117, 'loss': 7.099842576013095}",7.099842576013095,10,5994,
,,10,5994,"{'F1': 0.19777685716405305, 'Acc': 0.32815010328207483, 'loss': 5.191567480454751}"
"{'F1': 0.1588351981210601, 'Acc': 0.32598714416896235, 'loss': 5.240736802419026}",5.240736802419026,11,6539,
,,11,6539,"{'F1': 0.19124565813854702, 'Acc': 0.3246499885242139, 'loss': 5.616541049677298}"
"{'F1': 0.1898611650727074, 'Acc': 0.32552800734618914, 'loss': 6.552318953085637}",6.552318953085637,12,7084,
,,12,7084,"{'F1': 0.1874767960674854, 'Acc': 0.32344503098462246, 'loss': 5.2381440508256265}"
"{'F1': 0.16896689910309376, 'Acc': 0.3370064279155188, 'loss': 6.654290196904237}",6.654290196904237,13,7629,
,,13,7629,"{'F1': 0.20200431224932772, 'Acc': 0.33578150103282073, 'loss': 5.433408328590043}"
"{'F1': 0.1518760310693929, 'Acc': 0.2662993572084481, 'loss': 6.015044896498971}",6.015044896498971,14,8174,
,,14,8174,"{'F1': 0.1878254079828492, 'Acc': 0.3287812715170989, 'loss': 5.280468766623681}"
"{'F1': 0.15853589534755233, 'Acc': 0.3204775022956841, 'loss': 7.876585518104442}",7.876585518104442,15,8719,
,,15,8719,"{'F1': 0.1894944660235795, 'Acc': 0.32740417718613724, 'loss': 5.270786414015184}"
"{'F1': 0.1563566424209736, 'Acc': 0.290633608815427, 'loss': 4.976795179256494}",4.976795179256494,16,9264,
,,16,9264,"{'F1': 0.1903767290198199, 'Acc': 0.330502639430801, 'loss': 5.255484429193199}"
"{'F1': 0.17769947074982556, 'Acc': 0.379247015610652, 'loss': 5.688364018564639}",5.688364018564639,17,9809,
,,17,9809,"{'F1': 0.18953585590303884, 'Acc': 0.3298714711957769, 'loss': 5.213211364483614}"
"{'F1': 0.19153048888583663, 'Acc': 0.29522497704315886, 'loss': 6.6483017327128975}",6.6483017327128975,18,10354,
,,18,10354,"{'F1': 0.19325381438618652, 'Acc': 0.3267156300206564, 'loss': 5.252795119241837}"
