val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.14553279499788319, 'Acc': 0.3011937557392103, 'loss': 4.667318708654763}",4.667318708654763,0,544,
,,0,544,"{'F1': 0.17069412332314488, 'Acc': 0.3062887307780583, 'loss': 4.895536426447947}"
"{'F1': 0.16518549817774186, 'Acc': 0.32323232323232326, 'loss': 4.293461841085683}",4.293461841085683,1,1089,
,,1,1089,"{'F1': 0.17309421062392183, 'Acc': 0.31317420243286664, 'loss': 4.669005299489433}"
"{'F1': 0.14872444772125876, 'Acc': 0.35353535353535354, 'loss': 3.7759553349536397}",3.7759553349536397,2,1634,
,,2,1634,"{'F1': 0.17064431877152483, 'Acc': 0.310706908423227, 'loss': 4.5378039793137015}"
"{'F1': 0.16162186928743738, 'Acc': 0.2809917355371901, 'loss': 4.743582556213158}",4.743582556213158,3,2179,
,,3,2179,"{'F1': 0.17258839568264595, 'Acc': 0.31191186596281845, 'loss': 4.642163652892506}"
"{'F1': 0.1483805691295135, 'Acc': 0.3085399449035813, 'loss': 5.235049439513165}",5.235049439513165,4,2724,
,,4,2724,"{'F1': 0.17561842381631845, 'Acc': 0.3120266238237319, 'loss': 4.66866495237438}"
"{'F1': 0.16162566229280523, 'Acc': 0.31129476584022037, 'loss': 4.440330418987551}",4.440330418987551,5,3269,
,,5,3269,"{'F1': 0.17546439207997905, 'Acc': 0.31558411751204957, 'loss': 4.370979956968115}"
"{'F1': 0.17450384767449698, 'Acc': 0.3383838383838384, 'loss': 4.260645348092784}",4.260645348092784,6,3814,
,,6,3814,"{'F1': 0.17559185123182572, 'Acc': 0.32028918980950194, 'loss': 4.569339006318959}"
"{'F1': 0.0951021865567481, 'Acc': 0.2727272727272727, 'loss': 5.485560489737469}",5.485560489737469,7,4359,
,,7,4359,"{'F1': 0.17901084247269852, 'Acc': 0.3203465687399587, 'loss': 4.775645343098072}"
"{'F1': 0.16766022396409647, 'Acc': 0.2975206611570248, 'loss': 5.189205649970234}",5.189205649970234,8,4904,
,,8,4904,"{'F1': 0.17225016300095772, 'Acc': 0.31156759238007803, 'loss': 4.685168680138545}"
"{'F1': 0.17627629962029776, 'Acc': 0.33884297520661155, 'loss': 3.7287658297497295}",3.7287658297497295,9,5449,
,,9,5449,"{'F1': 0.17233970919834654, 'Acc': 0.3157562543034198, 'loss': 4.550046604488967}"
"{'F1': 0.18236151384520777, 'Acc': 0.33930211202938476, 'loss': 4.585038005441859}",4.585038005441859,10,5994,
,,10,5994,"{'F1': 0.17719375633716467, 'Acc': 0.3166743171907276, 'loss': 4.724119348700987}"
"{'F1': 0.15104082967384552, 'Acc': 0.30991735537190085, 'loss': 4.120765641115714}",4.120765641115714,11,6539,
,,11,6539,"{'F1': 0.17487349525848436, 'Acc': 0.31977277943539134, 'loss': 4.674014873679625}"
"{'F1': 0.12347284297286858, 'Acc': 0.2603305785123967, 'loss': 6.391924122105474}",6.391924122105474,12,7084,
,,12,7084,"{'F1': 0.18162194439084, 'Acc': 0.32482212531558413, 'loss': 4.318969686753159}"
"{'F1': 0.14918735558304133, 'Acc': 0.3337924701561065, 'loss': 3.731285432110662}",3.731285432110662,13,7629,
,,13,7629,"{'F1': 0.17216725799015814, 'Acc': 0.3171907275648382, 'loss': 4.661143301605085}"
"{'F1': 0.14340627089226762, 'Acc': 0.305325987144169, 'loss': 5.239039035810941}",5.239039035810941,14,8174,
,,14,8174,"{'F1': 0.18333042064017024, 'Acc': 0.32728941932522376, 'loss': 4.485783140593712}"
"{'F1': 0.15116408661085384, 'Acc': 0.32966023875114786, 'loss': 5.540741692418638}",5.540741692418638,15,8719,
,,15,8719,"{'F1': 0.18392211588906032, 'Acc': 0.32149414734909343, 'loss': 4.725678352040982}"
"{'F1': 0.1542221803862119, 'Acc': 0.32277318640955005, 'loss': 4.883129176778206}",4.883129176778206,16,9264,
,,16,9264,"{'F1': 0.1805094146016685, 'Acc': 0.32396144135873306, 'loss': 4.703176132254645}"
"{'F1': 0.16125802776810774, 'Acc': 0.3443526170798898, 'loss': 4.449594307636869}",4.449594307636869,17,9809,
,,17,9809,"{'F1': 0.18024321840461643, 'Acc': 0.32011705301813176, 'loss': 4.679890715747798}"
"{'F1': 0.16111028143987052, 'Acc': 0.35399449035812675, 'loss': 5.356481458829797}",5.356481458829797,18,10354,
,,18,10354,"{'F1': 0.17623276371080226, 'Acc': 0.31604314895570346, 'loss': 4.737611510119307}"
"{'F1': 0.16419713629334876, 'Acc': 0.3282828282828283, 'loss': 5.007873220720153}",5.007873220720153,19,10899,
,,19,10899,"{'F1': 0.18084580805221676, 'Acc': 0.32361716777599264, 'loss': 4.52060621572197}"
