val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.2027424709575505, 'Acc': 0.34251606978879706, 'loss': 4.751173264738442}",4.751173264738442,0,544,
,,0,544,"{'F1': 0.20467450619714617, 'Acc': 0.36183153546017904, 'loss': 4.393225139434184}"
"{'F1': 0.18552521311727793, 'Acc': 0.3347107438016529, 'loss': 4.312041175538215}",4.312041175538215,1,1089,
,,1,1089,"{'F1': 0.22781666784974286, 'Acc': 0.3723892586642185, 'loss': 4.425061093557865}"
"{'F1': 0.21304274720430513, 'Acc': 0.38337924701561066, 'loss': 3.9106742350951484}",3.9106742350951484,2,1634,
,,2,1634,"{'F1': 0.21416143606673357, 'Acc': 0.3758319944916227, 'loss': 4.36423982698983}"
"{'F1': 0.22088584217863141, 'Acc': 0.3783287419651056, 'loss': 4.028870935025423}",4.028870935025423,3,2179,
,,3,2179,"{'F1': 0.21864426204026927, 'Acc': 0.37468441588248796, 'loss': 4.379118880656881}"
"{'F1': 0.21790041169382288, 'Acc': 0.35858585858585856, 'loss': 4.315571954284889}",4.315571954284889,4,2724,
,,4,2724,"{'F1': 0.2223051043127063, 'Acc': 0.3750286894652284, 'loss': 4.39638160434338}"
"{'F1': 0.1749271525739236, 'Acc': 0.43067033976124885, 'loss': 5.093699178833893}",5.093699178833893,5,3269,
,,5,3269,"{'F1': 0.22048531924375406, 'Acc': 0.37692219417030065, 'loss': 4.411795125313855}"
"{'F1': 0.20825214631231087, 'Acc': 0.39944903581267216, 'loss': 4.3814794401219785}",4.3814794401219785,6,3814,
,,6,3814,"{'F1': 0.22270756551559123, 'Acc': 0.3787009410144595, 'loss': 4.282865044830042}"
"{'F1': 0.23923459452747958, 'Acc': 0.4164370982552801, 'loss': 4.060006298880646}",4.060006298880646,7,4359,
,,7,4359,"{'F1': 0.21885855231577808, 'Acc': 0.3770369520312141, 'loss': 4.330615869355858}"
"{'F1': 0.2329207863804034, 'Acc': 0.460514233241506, 'loss': 5.010585758997046}",5.010585758997046,8,4904,
,,8,4904,"{'F1': 0.2272277362900724, 'Acc': 0.3758893734220794, 'loss': 4.480327090210871}"
"{'F1': 0.24752361432190514, 'Acc': 0.4522497704315886, 'loss': 3.6978135646347874}",3.6978135646347874,9,5449,
,,9,5449,"{'F1': 0.21705466617950248, 'Acc': 0.37772549919669496, 'loss': 4.246051645716396}"
"{'F1': 0.2089865816571777, 'Acc': 0.3516988062442608, 'loss': 4.467374293700509}",4.467374293700509,10,5994,
,,10,5994,"{'F1': 0.22223781534235706, 'Acc': 0.38025017213679135, 'loss': 4.459013828225092}"
"{'F1': 0.21949646010845275, 'Acc': 0.40449954086317724, 'loss': 4.556397877113921}",4.556397877113921,11,6539,
,,11,6539,"{'F1': 0.21535239749120588, 'Acc': 0.37009410144594906, 'loss': 4.392691697768115}"
"{'F1': 0.24997088836749062, 'Acc': 0.4150596877869605, 'loss': 4.191066472426705}",4.191066472426705,12,7084,
,,12,7084,"{'F1': 0.21968992396471845, 'Acc': 0.379676382832224, 'loss': 4.357977704608112}"
"{'F1': 0.19074001276579394, 'Acc': 0.41781450872359965, 'loss': 5.695237978644993}",5.695237978644993,13,7629,
,,13,7629,"{'F1': 0.22437174625340792, 'Acc': 0.3823731925636906, 'loss': 4.330485852049032}"
"{'F1': 0.20532392207315633, 'Acc': 0.3149678604224059, 'loss': 5.786361891290416}",5.786361891290416,14,8174,
,,14,8174,"{'F1': 0.21905604995483982, 'Acc': 0.3793321092494836, 'loss': 4.365161452818354}"
"{'F1': 0.22784358885255873, 'Acc': 0.3622589531680441, 'loss': 3.9513341568518374}",3.9513341568518374,15,8719,
,,15,8719,"{'F1': 0.21580189484732498, 'Acc': 0.3737089740647234, 'loss': 4.4184002841284515}"
"{'F1': 0.21700234505034985, 'Acc': 0.4003673094582185, 'loss': 4.641102566235308}",4.641102566235308,16,9264,
,,16,9264,"{'F1': 0.2277667723544253, 'Acc': 0.3778976359880652, 'loss': 4.309584943745114}"
"{'F1': 0.20802901740745275, 'Acc': 0.3526170798898072, 'loss': 5.598199191300766}",5.598199191300766,17,9809,
,,17,9809,"{'F1': 0.220537436533222, 'Acc': 0.3782992885012623, 'loss': 4.519577059833281}"
"{'F1': 0.22662600322305465, 'Acc': 0.344811753902663, 'loss': 5.176275426062984}",5.176275426062984,18,10354,
,,18,10354,"{'F1': 0.2229704076209021, 'Acc': 0.3779550149185219, 'loss': 4.338004395939889}"
"{'F1': 0.2210070013097612, 'Acc': 0.3971533516988062, 'loss': 4.970550937929016}",4.970550937929016,19,10899,
,,19,10899,"{'F1': 0.2261782926549371, 'Acc': 0.378815698875373, 'loss': 4.402378013155876}"
