val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.3083058897505476, 'Acc': 0.4954086317722681, 'loss': 2.9164624093235405}",2.9164624093235405,0,544,
,,0,544,"{'F1': 0.28525293627476095, 'Acc': 0.47733532246958915, 'loss': 2.6806729664496327}"
"{'F1': 0.25292197083342904, 'Acc': 0.44168962350780533, 'loss': 3.3687511401628885}",3.3687511401628885,1,1089,
,,1,1089,"{'F1': 0.28496863717481397, 'Acc': 0.47905669038329124, 'loss': 2.6504281881752365}"
"{'F1': 0.2845548870608424, 'Acc': 0.5431588613406795, 'loss': 2.0563238375428794}",2.0563238375428794,2,1634,
,,2,1634,"{'F1': 0.2857596056889722, 'Acc': 0.47894193252237777, 'loss': 2.649659260041123}"
"{'F1': 0.2720253507024656, 'Acc': 0.4793388429752066, 'loss': 3.427797970564469}",3.427797970564469,3,2179,
,,3,2179,"{'F1': 0.2962104494071659, 'Acc': 0.48267156300206565, 'loss': 2.6356199581688697}"
"{'F1': 0.2777615793045617, 'Acc': 0.512396694214876, 'loss': 2.6330894339775694}",2.6330894339775694,4,2724,
,,4,2724,"{'F1': 0.29118214193442515, 'Acc': 0.4800321322010558, 'loss': 2.595954448804943}"
"{'F1': 0.30847643999266944, 'Acc': 0.5234159779614325, 'loss': 2.7277854905612227}",2.7277854905612227,5,3269,
,,5,3269,"{'F1': 0.29646733012170456, 'Acc': 0.48267156300206565, 'loss': 2.675127155080848}"
"{'F1': 0.29218456390894315, 'Acc': 0.480257116620753, 'loss': 2.5495606416910617}",2.5495606416910617,6,3814,
,,6,3814,"{'F1': 0.2825337735997965, 'Acc': 0.4796304796878586, 'loss': 2.5731983311679385}"
"{'F1': 0.24809422696012584, 'Acc': 0.5151515151515151, 'loss': 2.913842619329259}",2.913842619329259,7,4359,
,,7,4359,"{'F1': 0.2831640053780816, 'Acc': 0.473892586642185, 'loss': 2.7461015694731965}"
"{'F1': 0.29465287044870886, 'Acc': 0.5243342516069789, 'loss': 2.5736172009205474}",2.5736172009205474,8,4904,
,,8,4904,"{'F1': 0.2876247602881018, 'Acc': 0.479114069313748, 'loss': 2.5934448881980474}"
"{'F1': 0.30745291653507706, 'Acc': 0.5183654729109275, 'loss': 2.354161825732908}",2.354161825732908,9,5449,
,,9,5449,"{'F1': 0.29011822035924234, 'Acc': 0.47980261647922884, 'loss': 2.6031769453932387}"
"{'F1': 0.2993486978730301, 'Acc': 0.5045913682277319, 'loss': 2.682681305684905}",2.682681305684905,10,5994,
,,10,5994,"{'F1': 0.28851857436847705, 'Acc': 0.48226991048886847, 'loss': 2.6525429495977697}"
"{'F1': 0.28727657604390944, 'Acc': 0.5018365472910927, 'loss': 2.3945121937903804}",2.3945121937903804,11,6539,
,,11,6539,"{'F1': 0.29389933912861593, 'Acc': 0.48617167775992653, 'loss': 2.518956132656937}"
"{'F1': 0.2862256655730807, 'Acc': 0.4954086317722681, 'loss': 2.381884776540877}",2.381884776540877,12,7084,
,,12,7084,"{'F1': 0.29800571596008674, 'Acc': 0.48760615102134497, 'loss': 2.4453492121958953}"
