val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.20610051698626505, 'Acc': 0.317722681359045, 'loss': 5.580768091091211}",5.580768091091211,0,544,
,,0,544,"{'F1': 0.1938216606187163, 'Acc': 0.34352765664448015, 'loss': 5.622649292989609}"
"{'F1': 0.1545530370456055, 'Acc': 0.31955922865013775, 'loss': 4.847075538358826}",4.847075538358826,1,1089,
,,1,1089,"{'F1': 0.19606859153071304, 'Acc': 0.3408882258434703, 'loss': 5.312099496158985}"
"{'F1': 0.20055199590468348, 'Acc': 0.3365472910927456, 'loss': 4.592311575792838}",4.592311575792838,2,1634,
,,2,1634,"{'F1': 0.19405093841948873, 'Acc': 0.33784714252926323, 'loss': 5.287116736884511}"
"{'F1': 0.20865380157580635, 'Acc': 0.35720844811753905, 'loss': 4.403852594935375}",4.403852594935375,3,2179,
,,3,2179,"{'F1': 0.20195108690350755, 'Acc': 0.3467408767500574, 'loss': 5.151662458629783}"
"{'F1': 0.23884354521059148, 'Acc': 0.3168044077134986, 'loss': 5.11259131781433}",5.11259131781433,4,2724,
,,4,2724,"{'F1': 0.19666615933433768, 'Acc': 0.34450309846224464, 'loss': 5.105028192275161}"
"{'F1': 0.23120056285057786, 'Acc': 0.35674931129476584, 'loss': 4.198788072751916}",4.198788072751916,5,3269,
,,5,3269,"{'F1': 0.1959940997133675, 'Acc': 0.34151939407849435, 'loss': 5.341653245523435}"
"{'F1': 0.25773351677178397, 'Acc': 0.3824609733700643, 'loss': 4.791599508644878}",4.791599508644878,6,3814,
,,6,3814,"{'F1': 0.1944093242120724, 'Acc': 0.3420931833830617, 'loss': 5.263571098528871}"
"{'F1': 0.21103057838014083, 'Acc': 0.4090909090909091, 'loss': 4.672356362360111}",4.672356362360111,7,4359,
,,7,4359,"{'F1': 0.1998675003866841, 'Acc': 0.34651136102823044, 'loss': 5.2109130822190455}"
"{'F1': 0.21037163042257126, 'Acc': 0.3838383838383838, 'loss': 4.053942095110382}",4.053942095110382,8,4904,
,,8,4904,"{'F1': 0.19262944049773778, 'Acc': 0.34025705760844616, 'loss': 5.180207979132276}"
"{'F1': 0.24454167688454445, 'Acc': 0.3682277318640955, 'loss': 5.297037549640821}",5.297037549640821,9,5449,
,,9,5449,"{'F1': 0.20077010846658258, 'Acc': 0.3500688547165481, 'loss': 5.228637597320277}"
"{'F1': 0.19256097245250353, 'Acc': 0.32323232323232326, 'loss': 6.265454157539036}",6.265454157539036,10,5994,
,,10,5994,"{'F1': 0.19319368027709377, 'Acc': 0.33727335322469587, 'loss': 5.5398035399410706}"
"{'F1': 0.22088725790188132, 'Acc': 0.3347107438016529, 'loss': 5.317648258762083}",5.317648258762083,11,6539,
,,11,6539,"{'F1': 0.2042152278630316, 'Acc': 0.3463392242368602, 'loss': 5.241559737756711}"
"{'F1': 0.21229164504245868, 'Acc': 0.3085399449035813, 'loss': 4.595809394034786}",4.595809394034786,12,7084,
,,12,7084,"{'F1': 0.2004606137250263, 'Acc': 0.3488065182464999, 'loss': 5.20213879926489}"
"{'F1': 0.22727615362791065, 'Acc': 0.3608815426997245, 'loss': 4.732015522277874}",4.732015522277874,13,7629,
,,13,7629,"{'F1': 0.19256150179960424, 'Acc': 0.34117512049575394, 'loss': 5.34222746245358}"
"{'F1': 0.17341410508090785, 'Acc': 0.3558310376492195, 'loss': 4.524462359538977}",4.524462359538977,14,8174,
,,14,8174,"{'F1': 0.18895241898700582, 'Acc': 0.3342322699104889, 'loss': 5.552638356620019}"
"{'F1': 0.2009532558828712, 'Acc': 0.36639118457300274, 'loss': 6.443511876507082}",6.443511876507082,15,8719,
,,15,8719,"{'F1': 0.1951048739445604, 'Acc': 0.3415767730089511, 'loss': 5.19537842426825}"
"{'F1': 0.16605720531604162, 'Acc': 0.3379247015610652, 'loss': 5.0380784843278965}",5.0380784843278965,16,9264,
,,16,9264,"{'F1': 0.18960547571959815, 'Acc': 0.33928161579068167, 'loss': 5.587251091003418}"
"{'F1': 0.24692754345547183, 'Acc': 0.3581267217630854, 'loss': 4.488464424575585}",4.488464424575585,17,9809,
,,17,9809,"{'F1': 0.20068540462571907, 'Acc': 0.34484737204498506, 'loss': 5.344435207996893}"
"{'F1': 0.22878392619176097, 'Acc': 0.39439853076216713, 'loss': 5.909656493560128}",5.909656493560128,18,10354,
,,18,10354,"{'F1': 0.1929999810679863, 'Acc': 0.3441588248795042, 'loss': 5.431614006112475}"
