val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.20473456224531109, 'Acc': 0.3622589531680441, 'loss': 4.544221157613008}",4.544221157613008,0,544,
,,0,544,"{'F1': 0.19419001390092874, 'Acc': 0.33658480605921504, 'loss': 5.43978166317721}"
"{'F1': 0.1904659367502756, 'Acc': 0.40955004591368227, 'loss': 5.522920743278835}",5.522920743278835,1,1089,
,,1,1089,"{'F1': 0.1971743309234601, 'Acc': 0.35064264402111545, 'loss': 5.009945771453578}"
"{'F1': 0.22613033806500896, 'Acc': 0.4155188246097337, 'loss': 5.143076761909153}",5.143076761909153,2,1634,
,,2,1634,"{'F1': 0.20568807312156676, 'Acc': 0.35305255910029837, 'loss': 4.95685111492052}"
"{'F1': 0.22434097763408997, 'Acc': 0.41368227731864093, 'loss': 4.751042011099449}",4.751042011099449,3,2179,
,,3,2179,"{'F1': 0.21587189334039786, 'Acc': 0.35758549460638056, 'loss': 4.859969662745065}"
"{'F1': 0.18009397058539228, 'Acc': 0.3778696051423324, 'loss': 5.815096675485805}",5.815096675485805,4,2724,
,,4,2724,"{'F1': 0.20148552201659506, 'Acc': 0.3544870323617168, 'loss': 5.033767282853432}"
"{'F1': 0.20680851619955903, 'Acc': 0.37006427915518825, 'loss': 4.96751392405966}",4.96751392405966,5,3269,
,,5,3269,"{'F1': 0.2035837332673598, 'Acc': 0.36102823043378474, 'loss': 5.105921971032378}"
"{'F1': 0.23138525563835577, 'Acc': 0.38980716253443526, 'loss': 4.792686203251714}",4.792686203251714,6,3814,
,,6,3814,"{'F1': 0.21034828550615475, 'Acc': 0.36171677759926557, 'loss': 4.9231927331434475}"
"{'F1': 0.18687915965559596, 'Acc': 0.37281910009182734, 'loss': 5.715045676715132}",5.715045676715132,7,4359,
,,7,4359,"{'F1': 0.20607931607997973, 'Acc': 0.36137250401652515, 'loss': 4.973123745305823}"
"{'F1': 0.22115489577819622, 'Acc': 0.36317722681359044, 'loss': 5.7709838030994804}",5.7709838030994804,8,4904,
,,8,4904,"{'F1': 0.21398286894024365, 'Acc': 0.3719302272205646, 'loss': 4.932118556696341}"
"{'F1': 0.20765823583965917, 'Acc': 0.4361799816345271, 'loss': 5.219326005465742}",5.219326005465742,9,5449,
,,9,5449,"{'F1': 0.21256808693531845, 'Acc': 0.36676612347945836, 'loss': 4.934420414802132}"
"{'F1': 0.23575086765344078, 'Acc': 0.44168962350780533, 'loss': 4.147780843403028}",4.147780843403028,10,5994,
,,10,5994,"{'F1': 0.21727437706081565, 'Acc': 0.3621184301124627, 'loss': 5.017844356528116}"
"{'F1': 0.19252842553306823, 'Acc': 0.4017447199265381, 'loss': 6.151111540587052}",6.151111540587052,11,6539,
,,11,6539,"{'F1': 0.21540208260039032, 'Acc': 0.3654464080789534, 'loss': 5.072581673105923}"
"{'F1': 0.19531859642249474, 'Acc': 0.3590449954086318, 'loss': 4.9602605640024375}",4.9602605640024375,12,7084,
,,12,7084,"{'F1': 0.2106961480646865, 'Acc': 0.36676612347945836, 'loss': 5.084782634306391}"
"{'F1': 0.245018515080635, 'Acc': 0.391643709825528, 'loss': 3.8788487047388935}",3.8788487047388935,13,7629,
