val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.2947284462372185, 'Acc': 0.4591368227731864, 'loss': 2.6840891630753227}",2.6840891630753227,0,544,
,,0,544,"{'F1': 0.2730584139400931, 'Acc': 0.42689924259811796, 'loss': 2.7945226168413773}"
"{'F1': 0.23559220648207377, 'Acc': 0.45500459136822774, 'loss': 2.7725952682287796}",2.7725952682287796,1,1089,
,,1,1089,"{'F1': 0.2932244308687441, 'Acc': 0.4427932063346339, 'loss': 2.5914191768803727}"
"{'F1': 0.26048903341307483, 'Acc': 0.46648301193755737, 'loss': 2.489521028338999}",2.489521028338999,2,1634,
,,2,1634,"{'F1': 0.2820399814621618, 'Acc': 0.43980950195088364, 'loss': 2.615391740448978}"
"{'F1': 0.2834956688668032, 'Acc': 0.44995408631772266, 'loss': 2.5709469771903493}",2.5709469771903493,3,2179,
,,3,2179,"{'F1': 0.29111321877902135, 'Acc': 0.4457769107183842, 'loss': 2.5940075154698223}"
"{'F1': 0.3300099003719464, 'Acc': 0.4967860422405877, 'loss': 2.6316454185955767}",2.6316454185955767,4,2724,
,,4,2724,"{'F1': 0.2967216040903021, 'Acc': 0.44772779435391324, 'loss': 2.56485636573319}"
"{'F1': 0.3260565636798983, 'Acc': 0.49265381083562904, 'loss': 3.154048233792402}",3.154048233792402,5,3269,
,,5,3269,"{'F1': 0.2896875841144089, 'Acc': 0.4449736056919899, 'loss': 2.5532570495517977}"
"{'F1': 0.30236503848417395, 'Acc': 0.4595959595959596, 'loss': 2.663296594136003}",2.663296594136003,6,3814,
,,6,3814,"{'F1': 0.2928528641555205, 'Acc': 0.444514574248336, 'loss': 2.634836767354143}"
"{'F1': 0.28847394598417875, 'Acc': 0.43526170798898073, 'loss': 3.1209178921105205}",3.1209178921105205,7,4359,
,,7,4359,"{'F1': 0.3030044669887812, 'Acc': 0.4480146890061969, 'loss': 2.5842536882523004}"
"{'F1': 0.30894950680173416, 'Acc': 0.47107438016528924, 'loss': 2.6704106797342715}",2.6704106797342715,8,4904,
,,8,4904,"{'F1': 0.29865996275901274, 'Acc': 0.4454326371356438, 'loss': 2.6650329722176997}"
"{'F1': 0.32375568808975885, 'Acc': 0.47153351698806245, 'loss': 2.389443596204122}",2.389443596204122,9,5449,
,,9,5449,"{'F1': 0.2949243285341734, 'Acc': 0.44950654119807204, 'loss': 2.5808057051186166}"
"{'F1': 0.2796223112432707, 'Acc': 0.4325068870523416, 'loss': 2.904036981472071}",2.904036981472071,10,5994,
,,10,5994,"{'F1': 0.2875879887650307, 'Acc': 0.44617856323158134, 'loss': 2.597155187764299}"
"{'F1': 0.2801346455019592, 'Acc': 0.5179063360881543, 'loss': 2.180657308879376}",2.180657308879376,11,6539,
,,11,6539,"{'F1': 0.30081909523622724, 'Acc': 0.45512967638283225, 'loss': 2.647864550844245}"
"{'F1': 0.2944066882865197, 'Acc': 0.4669421487603306, 'loss': 2.687893549601237}",2.687893549601237,12,7084,
,,12,7084,"{'F1': 0.3047090042839764, 'Acc': 0.45685104429653434, 'loss': 2.5897117540376997}"
"{'F1': 0.31266452398597383, 'Acc': 0.45133149678604223, 'loss': 2.572210773177769}",2.572210773177769,13,7629,
,,13,7629,"{'F1': 0.29037187039018597, 'Acc': 0.44979343585035575, 'loss': 2.6252766906668286}"
"{'F1': 0.268016991551422, 'Acc': 0.4738292011019284, 'loss': 3.05092273760533}",3.05092273760533,14,8174,
,,14,8174,"{'F1': 0.29671219567096935, 'Acc': 0.4520885930686252, 'loss': 2.5864986323435373}"
"{'F1': 0.24908648297482086, 'Acc': 0.39990817263544537, 'loss': 2.996735874293507}",2.996735874293507,15,8719,
,,15,8719,"{'F1': 0.303196007199212, 'Acc': 0.4584002754188662, 'loss': 2.6169296495411376}"
"{'F1': 0.3322371494594912, 'Acc': 0.4820936639118457, 'loss': 2.691314077031785}",2.691314077031785,16,9264,
,,16,9264,"{'F1': 0.29255131668053297, 'Acc': 0.4552444342437457, 'loss': 2.552709938408038}"
"{'F1': 0.2897043205345219, 'Acc': 0.46464646464646464, 'loss': 3.013741049213686}",3.013741049213686,17,9809,
,,17,9809,"{'F1': 0.30562675902212766, 'Acc': 0.4592035804452605, 'loss': 2.5938822671907755}"
"{'F1': 0.2943310257289846, 'Acc': 0.4623507805325987, 'loss': 2.8081664607144785}",2.8081664607144785,18,10354,
,,18,10354,"{'F1': 0.3070264034862481, 'Acc': 0.4565641496442506, 'loss': 2.60596708770192}"
"{'F1': 0.27731735210770875, 'Acc': 0.485307621671258, 'loss': 2.8395945075629414}",2.8395945075629414,19,10899,
,,19,10899,"{'F1': 0.3080682017927258, 'Acc': 0.4549001606610053, 'loss': 2.631124507396593}"
"{'F1': 0.30934667684147704, 'Acc': 0.5068870523415978, 'loss': 2.6815879949624986}",2.6815879949624986,20,11444,
,,20,11444,"{'F1': 0.30668522644550444, 'Acc': 0.45639201285288045, 'loss': 2.648323120327171}"
"{'F1': 0.34340120398696433, 'Acc': 0.480257116620753, 'loss': 2.4771587796833203}",2.4771587796833203,21,11989,
,,21,11989,"{'F1': 0.29675047864051546, 'Acc': 0.45231810879045214, 'loss': 2.5825824709113583}"
