val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.20349434968289315, 'Acc': 0.379247015610652, 'loss': 5.0629486623017685}",5.0629486623017685,0,544,
,,0,544,"{'F1': 0.2009318400810413, 'Acc': 0.3474868028459949, 'loss': 4.5602553153256755}"
"{'F1': 0.20889735307018106, 'Acc': 0.3783287419651056, 'loss': 4.134057521820068}",4.134057521820068,1,1089,
,,1,1089,"{'F1': 0.20889060693677336, 'Acc': 0.35804452605003445, 'loss': 4.434153548730623}"
"{'F1': 0.17508025502174876, 'Acc': 0.3613406795224977, 'loss': 5.2850085576267345}",5.2850085576267345,2,1634,
,,2,1634,"{'F1': 0.2047807313447625, 'Acc': 0.3603396832683039, 'loss': 4.389955947377266}"
"{'F1': 0.2411146876794687, 'Acc': 0.3783287419651056, 'loss': 3.5579754425131758}",3.5579754425131758,3,2179,
,,3,2179,"{'F1': 0.20844263892131587, 'Acc': 0.35523295845765435, 'loss': 4.421432629637762}"
"{'F1': 0.19198353456083442, 'Acc': 0.3627180899908173, 'loss': 4.18161077775817}",4.18161077775817,4,2724,
,,4,2724,"{'F1': 0.21278206332039784, 'Acc': 0.3657906816616938, 'loss': 4.481300838496707}"
"{'F1': 0.20214351480208234, 'Acc': 0.36363636363636365, 'loss': 4.801062490629113}",4.801062490629113,5,3269,
,,5,3269,"{'F1': 0.21705149768215343, 'Acc': 0.37135643791599726, 'loss': 4.258285932803373}"
"{'F1': 0.20928463751317472, 'Acc': 0.4182736455463728, 'loss': 3.517348970192066}",3.517348970192066,6,3814,
,,6,3814,"{'F1': 0.2116579441886371, 'Acc': 0.36481523984392933, 'loss': 4.469561706551718}"
"{'F1': 0.20126456547083094, 'Acc': 0.41414141414141414, 'loss': 3.669828985048377}",3.669828985048377,7,4359,
,,7,4359,"{'F1': 0.2126439719607105, 'Acc': 0.36389717695662155, 'loss': 4.367680748012088}"
"{'F1': 0.22871206004246586, 'Acc': 0.41368227731864093, 'loss': 4.206583885179049}",4.206583885179049,8,4904,
,,8,4904,"{'F1': 0.21327448494270115, 'Acc': 0.36229056690383293, 'loss': 4.5178577950241365}"
"{'F1': 0.15693257087203394, 'Acc': 0.33884297520661155, 'loss': 4.441655020782913}",4.441655020782913,9,5449,
,,9,5449,"{'F1': 0.2174925044821959, 'Acc': 0.371184301124627, 'loss': 4.3843903294397055}"
"{'F1': 0.23727656471601616, 'Acc': 0.42378328741965104, 'loss': 3.847099829201951}",3.847099829201951,10,5994,
,,10,5994,"{'F1': 0.21916373535445155, 'Acc': 0.3649299977048428, 'loss': 4.4008638451952455}"
"{'F1': 0.2345939996997562, 'Acc': 0.46648301193755737, 'loss': 3.737204861813697}",3.737204861813697,11,6539,
,,11,6539,"{'F1': 0.2119118126888757, 'Acc': 0.36613495524443423, 'loss': 4.410984081303308}"
"{'F1': 0.23000460381251692, 'Acc': 0.371900826446281, 'loss': 3.833413875621298}",3.833413875621298,12,7084,
,,12,7084,"{'F1': 0.21211309702364164, 'Acc': 0.3608560936424145, 'loss': 4.385372835124304}"
"{'F1': 0.20951379394624986, 'Acc': 0.4086317722681359, 'loss': 4.410929652227872}",4.410929652227872,13,7629,
,,13,7629,"{'F1': 0.20952023807773063, 'Acc': 0.36756942850585267, 'loss': 4.423574188214923}"
"{'F1': 0.2108254781661026, 'Acc': 0.3613406795224977, 'loss': 4.297659873962402}",4.297659873962402,14,8174,
,,14,8174,"{'F1': 0.2118516809177176, 'Acc': 0.3699793435850356, 'loss': 4.312419897700669}"
"{'F1': 0.20149270336299763, 'Acc': 0.36639118457300274, 'loss': 4.371546862781912}",4.371546862781912,15,8719,
,,15,8719,"{'F1': 0.21913002065662285, 'Acc': 0.368372733532247, 'loss': 4.387637625921757}"
"{'F1': 0.19897478601112734, 'Acc': 0.3558310376492195, 'loss': 3.6118303796519404}",3.6118303796519404,16,9264,
,,16,9264,"{'F1': 0.21499984510826775, 'Acc': 0.3665366077576314, 'loss': 4.419623160799709}"
