val_ntxent_loss,epoch,step,trn_ntxent_loss
7.265811443328857,0,544,
,0,544,1.5576753616333008
5.798149585723877,1,1089,
,1,1089,0.5642714500427246
4.853797912597656,2,1634,
,2,1634,0.4378274977207184
5.556732654571533,3,2179,
,3,2179,0.3662497103214264
5.125899314880371,4,2724,
,4,2724,0.2213781476020813
4.847454071044922,5,3269,
,5,3269,0.14450302720069885
4.5269575119018555,6,3814,
,6,3814,0.12464722990989685
4.9465131759643555,7,4359,
,7,4359,0.1287962645292282
4.449276447296143,8,4904,
,8,4904,0.11401695013046265
3.9536399841308594,9,5449,
,9,5449,0.1117679551243782
4.5997633934021,10,5994,
,10,5994,0.10346835851669312
4.764553546905518,11,6539,
,11,6539,0.09673311561346054
3.547764778137207,12,7084,
,12,7084,0.0907285138964653
4.130099296569824,13,7629,
,13,7629,0.06771518290042877
3.6617703437805176,14,8174,
,14,8174,0.05648467317223549
4.637413501739502,15,8719,
,15,8719,0.05225832387804985
4.766200542449951,16,9264,
,16,9264,0.05521790310740471
4.909031391143799,17,9809,
,17,9809,0.051697857677936554
4.207137107849121,18,10354,
,18,10354,0.04959406703710556
3.5272088050842285,19,10899,
,19,10899,0.04852475970983505
3.679506778717041,20,11444,
,20,11444,0.044146906584501266
4.0914506912231445,21,11989,
,21,11989,0.04145780950784683
4.374895095825195,22,12534,
,22,12534,0.04192465543746948
3.0054328441619873,23,13079,
,23,13079,0.03808963671326637
3.711805820465088,24,13624,
,24,13624,0.03482109308242798
4.032386302947998,25,14169,
,25,14169,0.03770735487341881
3.5924434661865234,26,14714,
,26,14714,0.04009464010596275
3.985044240951538,27,15259,
,27,15259,0.038089293986558914
3.9494616985321045,28,15804,
,28,15804,0.037271808832883835
3.9206387996673584,29,16349,
,29,16349,0.03221171721816063
4.103257656097412,30,16894,
,30,16894,0.031283389776945114
3.7116072177886963,31,17439,
,31,17439,0.029090190306305885
3.413646697998047,32,17984,
,32,17984,0.03062405437231064
4.150312900543213,33,18529,
,33,18529,0.032000668346881866
3.457044839859009,34,19074,
,34,19074,0.030295994132757187
3.9342572689056396,35,19619,
,35,19619,0.026590626686811447
3.7299094200134277,36,20164,
,36,20164,0.027803773060441017
3.258695125579834,37,20709,
,37,20709,0.027845215052366257
3.252631187438965,38,21254,
,38,21254,0.028432272374629974
3.886427879333496,39,21799,
,39,21799,0.028490733355283737
4.4360456466674805,40,22344,
,40,22344,0.027339687570929527
3.7274656295776367,41,22889,
,41,22889,0.02428867481648922
3.381276845932007,42,23434,
,42,23434,0.02469177544116974
3.5709922313690186,43,23979,
,43,23979,0.02608412131667137
3.8623650074005127,44,24524,
,44,24524,0.02538185380399227
3.5607411861419678,45,25069,
,45,25069,0.025587528944015503
3.899653911590576,46,25614,
,46,25614,0.020851336419582367
3.8734915256500244,47,26159,
,47,26159,0.02372986264526844
3.8917415142059326,48,26704,
,48,26704,0.01930035464465618
3.463090181350708,49,27249,
,49,27249,0.02099621295928955
3.3849036693573,50,27794,
,50,27794,0.025264939293265343
3.6033687591552734,51,28339,
,51,28339,0.024187281727790833
4.05225133895874,52,28884,
,52,28884,0.022450117394328117
3.041337490081787,53,29429,
,53,29429,0.021154962480068207
3.607527494430542,54,29974,
,54,29974,0.021901914849877357
3.4740402698516846,55,30519,
,55,30519,0.025849277153611183
3.1576242446899414,56,31064,
,56,31064,0.02147943526506424
3.751711368560791,57,31609,
,57,31609,0.02503790706396103
3.052422285079956,58,32154,
,58,32154,0.019764037802815437
