val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.21804262065015165, 'Acc': 0.4017447199265381, 'loss': 2.772188043248826}",2.772188043248826,0,544,
,,0,544,"{'F1': 0.25486132018935487, 'Acc': 0.4328666513656185, 'loss': 2.814926309213726}"
"{'F1': 0.25606231911187594, 'Acc': 0.43709825528007346, 'loss': 2.7966392938641533}",2.7966392938641533,1,1089,
,,1,1089,"{'F1': 0.27654665113040144, 'Acc': 0.4596626118889144, 'loss': 2.63231873009183}"
"{'F1': 0.27111659123531273, 'Acc': 0.5137741046831956, 'loss': 2.831329454546389}",2.831329454546389,2,1634,
,,2,1634,"{'F1': 0.2805084189136907, 'Acc': 0.4667775992655497, 'loss': 2.6359433252877054}"
"{'F1': 0.2745282041629184, 'Acc': 0.49173553719008267, 'loss': 2.6198138516882192}",2.6198138516882192,3,2179,
,,3,2179,"{'F1': 0.27706061414758054, 'Acc': 0.4678677989442277, 'loss': 2.5461427808901584}"
"{'F1': 0.27695709316496964, 'Acc': 0.4963269054178145, 'loss': 2.602600590042446}",2.602600590042446,4,2724,
,,4,2724,"{'F1': 0.27876856648553633, 'Acc': 0.4725154923112233, 'loss': 2.6484032359691936}"
"{'F1': 0.29453908259330897, 'Acc': 0.5110192837465565, 'loss': 2.631623414979465}",2.631623414979465,5,3269,
,,5,3269,"{'F1': 0.28350393085764974, 'Acc': 0.467580904291944, 'loss': 2.6188246928223777}"
"{'F1': 0.26743605939095316, 'Acc': 0.5234159779614325, 'loss': 2.887299007695654}",2.887299007695654,6,3814,
,,6,3814,"{'F1': 0.28545808584176974, 'Acc': 0.4669497360569199, 'loss': 2.7078237588252496}"
"{'F1': 0.27477319540445355, 'Acc': 0.5188246097337006, 'loss': 2.0990115231361943}",2.0990115231361943,7,4359,
,,7,4359,"{'F1': 0.28974087215284366, 'Acc': 0.47899931145283453, 'loss': 2.5055797334111065}"
"{'F1': 0.2946467461016206, 'Acc': 0.4963269054178145, 'loss': 2.303736736808998}",2.303736736808998,8,4904,
,,8,4904,"{'F1': 0.2912145105479569, 'Acc': 0.48112233187973374, 'loss': 2.610063076675485}"
"{'F1': 0.31094795287898075, 'Acc': 0.5381083562901745, 'loss': 2.261060661163883}",2.261060661163883,9,5449,
,,9,5449,"{'F1': 0.2806298270943587, 'Acc': 0.4719990819371127, 'loss': 2.601425724510753}"
"{'F1': 0.24357979841922925, 'Acc': 0.45821854912764004, 'loss': 2.7125254437543345}",2.7125254437543345,10,5994,
,,10,5994,"{'F1': 0.28254190923632005, 'Acc': 0.46729400963966033, 'loss': 2.7603547656208005}"
"{'F1': 0.2790864192478226, 'Acc': 0.5091827364554637, 'loss': 2.4095831985005}",2.4095831985005,11,6539,
,,11,6539,"{'F1': 0.27956652827413453, 'Acc': 0.47033509295386733, 'loss': 2.571904744139505}"
"{'F1': 0.2723663183721736, 'Acc': 0.47842056932966026, 'loss': 2.7154805055563003}",2.7154805055563003,12,7084,
,,12,7084,"{'F1': 0.28846400175170483, 'Acc': 0.4878356667431719, 'loss': 2.51721303200503}"
"{'F1': 0.27083632621162834, 'Acc': 0.522038567493113, 'loss': 2.5500647054202314}",2.5500647054202314,13,7629,
,,13,7629,"{'F1': 0.2952536799683517, 'Acc': 0.48628643562084, 'loss': 2.435925390195409}"
"{'F1': 0.2732728478236223, 'Acc': 0.5165289256198347, 'loss': 2.5454963946688003}",2.5454963946688003,14,8174,
,,14,8174,"{'F1': 0.289125570548875, 'Acc': 0.4799173743401423, 'loss': 2.6156829322149995}"
"{'F1': 0.26726177404564366, 'Acc': 0.5160697887970616, 'loss': 2.6080006792925405}",2.6080006792925405,15,8719,
,,15,8719,"{'F1': 0.29655694549357897, 'Acc': 0.4865733302731237, 'loss': 2.562642214276375}"
"{'F1': 0.2861129254051399, 'Acc': 0.51010101010101, 'loss': 2.2619314694750137}",2.2619314694750137,16,9264,
,,16,9264,"{'F1': 0.2834509058197965, 'Acc': 0.47400734450309845, 'loss': 2.6181040259676243}"
"{'F1': 0.27353057291302685, 'Acc': 0.4963269054178145, 'loss': 2.6203507115875464}",2.6203507115875464,17,9809,
,,17,9809,"{'F1': 0.2886597666586435, 'Acc': 0.47635988065182466, 'loss': 2.7099085184412264}"
