val_perf,val_f1,epoch,step,trn_perf
,,8,719,"{'Micro_F1': 0.30467216332940716, 'Macro_F1': 0.3050063848053655, 'Micro_Acc': 0.30467216332940716, 'Macro_Acc': 0.30531426766477565, 'loss': 10.020972769104034}"
"{'Micro_F1': 0.33568904593639576, 'Macro_F1': 0.30432279046583566, 'Micro_Acc': 0.33568904593639576, 'Macro_Acc': 0.32236681470452694, 'loss': 9.25241417356016}",0.30432279046583566,9,799,
,,9,799,"{'Micro_F1': 0.29603455045151156, 'Macro_F1': 0.2987343508706811, 'Micro_Acc': 0.29603455045151156, 'Macro_Acc': 0.2969005363671703, 'loss': 9.865057488586213}"
"{'Micro_F1': 0.29328621908127206, 'Macro_F1': 0.25182131168282307, 'Micro_Acc': 0.29328621908127206, 'Macro_Acc': 0.2900794607176698, 'loss': 10.236931650958518}",0.25182131168282307,10,879,
,,10,879,"{'Micro_F1': 0.303886925795053, 'Macro_F1': 0.30361914194047507, 'Micro_Acc': 0.303886925795053, 'Macro_Acc': 0.3047670947767305, 'loss': 10.099719584642477}"
"{'Micro_F1': 0.3392226148409894, 'Macro_F1': 0.2970859527578448, 'Micro_Acc': 0.3392226148409894, 'Macro_Acc': 0.33018959078448484, 'loss': 9.537572338757236}",0.2970859527578448,11,959,
,,11,959,"{'Micro_F1': 0.30742049469964666, 'Macro_F1': 0.30938289603831365, 'Micro_Acc': 0.30742049469964666, 'Macro_Acc': 0.308182027424163, 'loss': 8.725972137005657}"
"{'Micro_F1': 0.3462897526501767, 'Macro_F1': 0.3324587581833959, 'Micro_Acc': 0.3462897526501767, 'Macro_Acc': 0.3376306192142024, 'loss': 8.374834472580698}",0.3324587581833959,12,1039,
,,12,1039,"{'Micro_F1': 0.303886925795053, 'Macro_F1': 0.3042382567015958, 'Micro_Acc': 0.303886925795053, 'Macro_Acc': 0.3043873696990278, 'loss': 10.030445989528964}"
"{'Micro_F1': 0.26501766784452296, 'Macro_F1': 0.22869057879312873, 'Micro_Acc': 0.26501766784452296, 'Macro_Acc': 0.25088604107444484, 'loss': 8.440014841789564}",0.22869057879312873,13,1119,
,,13,1119,"{'Micro_F1': 0.3082057322340008, 'Macro_F1': 0.30973162384617237, 'Micro_Acc': 0.3082057322340008, 'Macro_Acc': 0.3090714216883598, 'loss': 9.302410555675609}"
"{'Micro_F1': 0.36042402826855124, 'Macro_F1': 0.3356247728229197, 'Micro_Acc': 0.36042402826855124, 'Macro_Acc': 0.3578766081309064, 'loss': 10.925405220554543}",0.3356247728229197,14,1199,
,,14,1199,"{'Micro_F1': 0.3188064389477817, 'Macro_F1': 0.31941750965129867, 'Micro_Acc': 0.3188064389477817, 'Macro_Acc': 0.31937116724891895, 'loss': 10.295575637250684}"
"{'Micro_F1': 0.38162544169611307, 'Macro_F1': 0.35340764050638196, 'Micro_Acc': 0.38162544169611307, 'Macro_Acc': 0.3688776123650924, 'loss': 8.15992060176345}",0.35340764050638196,15,1279,
,,15,1279,"{'Micro_F1': 0.31252453867294855, 'Macro_F1': 0.31317063799485667, 'Micro_Acc': 0.31252453867294855, 'Macro_Acc': 0.3131077893857892, 'loss': 9.562700747870213}"
"{'Micro_F1': 0.2791519434628975, 'Macro_F1': 0.2569495666850104, 'Micro_Acc': 0.2791519434628975, 'Macro_Acc': 0.27727731932165, 'loss': 10.958849290562508}",0.2569495666850104,16,1359,
,,16,1359,"{'Micro_F1': 0.3050647820965842, 'Macro_F1': 0.30641990478498665, 'Micro_Acc': 0.3050647820965842, 'Macro_Acc': 0.30571217008936763, 'loss': 9.212223373624013}"
"{'Micro_F1': 0.26855123674911663, 'Macro_F1': 0.24577486306796653, 'Micro_Acc': 0.26855123674911663, 'Macro_Acc': 0.26501589642966533, 'loss': 8.773552139523236}",0.24577486306796653,17,1439,
,,17,1439,"{'Micro_F1': 0.30702787593246955, 'Macro_F1': 0.3079369720171036, 'Micro_Acc': 0.30702787593246955, 'Macro_Acc': 0.30778112949250336, 'loss': 10.341930593875889}"
"{'Micro_F1': 0.26855123674911663, 'Macro_F1': 0.2614587607850677, 'Micro_Acc': 0.26855123674911663, 'Macro_Acc': 0.2632267895430165, 'loss': 10.059244509452927}",0.2614587607850677,18,1519,
,,18,1519,"{'Micro_F1': 0.31645072634471927, 'Macro_F1': 0.31702619355981954, 'Micro_Acc': 0.31645072634471927, 'Macro_Acc': 0.31732424321498626, 'loss': 9.305841481556588}"
"{'Micro_F1': 0.38515901060070673, 'Macro_F1': 0.35343943309756554, 'Micro_Acc': 0.38515901060070673, 'Macro_Acc': 0.3733331225452302, 'loss': 10.308073853221904}",0.35343943309756554,19,1599,
,,19,1599,"{'Micro_F1': 0.3078131134668237, 'Macro_F1': 0.30931895620986205, 'Micro_Acc': 0.3078131134668237, 'Macro_Acc': 0.3084759396074835, 'loss': 10.180809859644278}"
"{'Micro_F1': 0.3462897526501767, 'Macro_F1': 0.3343712242797345, 'Micro_Acc': 0.3462897526501767, 'Macro_Acc': 0.33920909840778535, 'loss': 9.294496464945835}",0.3343712242797345,20,1679,
,,20,1679,"{'Micro_F1': 0.3297997644287397, 'Macro_F1': 0.3303267672327569, 'Micro_Acc': 0.3297997644287397, 'Macro_Acc': 0.33051555443339753, 'loss': 10.15805626041276}"
"{'Micro_F1': 0.38162544169611307, 'Macro_F1': 0.3790936897593366, 'Micro_Acc': 0.38162544169611307, 'Macro_Acc': 0.38013242050889556, 'loss': 10.194783100490291}",0.3790936897593366,21,1759,
,,21,1759,"{'Micro_F1': 0.30977620730270905, 'Macro_F1': 0.3097185293494925, 'Micro_Acc': 0.30977620730270905, 'Macro_Acc': 0.3105016219550824, 'loss': 9.305885742020441}"
"{'Micro_F1': 0.2756183745583039, 'Macro_F1': 0.25750422659433836, 'Micro_Acc': 0.2756183745583039, 'Macro_Acc': 0.2761341434697398, 'loss': 11.502027571711636}",0.25750422659433836,22,1839,
,,22,1839,"{'Micro_F1': 0.32116215155084415, 'Macro_F1': 0.32224836262998646, 'Micro_Acc': 0.32116215155084415, 'Macro_Acc': 0.32189579603374685, 'loss': 9.296261830046046}"
"{'Micro_F1': 0.27208480565371024, 'Macro_F1': 0.2533798268571347, 'Micro_Acc': 0.27208480565371024, 'Macro_Acc': 0.2798979358567004, 'loss': 9.5363198735135}",0.2533798268571347,23,1919,
,,23,1919,"{'Micro_F1': 0.30899096976835494, 'Macro_F1': 0.3094013477903087, 'Micro_Acc': 0.30899096976835494, 'Macro_Acc': 0.3096325469087061, 'loss': 9.810395617060431}"
"{'Micro_F1': 0.3462897526501767, 'Macro_F1': 0.3239030338823003, 'Micro_Acc': 0.3462897526501767, 'Macro_Acc': 0.33163350528396834, 'loss': 8.969143183273598}",0.3239030338823003,24,1999,
,,24,1999,"{'Micro_F1': 0.3133097762073027, 'Macro_F1': 0.314361213519408, 'Micro_Acc': 0.3133097762073027, 'Macro_Acc': 0.3140421462471679, 'loss': 9.384934734568748}"
"{'Micro_F1': 0.35335689045936397, 'Macro_F1': 0.333906163543367, 'Micro_Acc': 0.35335689045936397, 'Macro_Acc': 0.35203177309194866, 'loss': 10.775018186921475}",0.333906163543367,25,2079,
,,25,2079,"{'Micro_F1': 0.3215547703180212, 'Macro_F1': 0.3223083023734003, 'Micro_Acc': 0.3215547703180212, 'Macro_Acc': 0.32202789202483273, 'loss': 9.825242274666241}"
"{'Micro_F1': 0.27208480565371024, 'Macro_F1': 0.229797357292386, 'Micro_Acc': 0.27208480565371024, 'Macro_Acc': 0.27566908398079504, 'loss': 9.186266182881232}",0.229797357292386,26,2159,
,,26,2159,"{'Micro_F1': 0.3223400078523753, 'Macro_F1': 0.3231852903483517, 'Micro_Acc': 0.3223400078523753, 'Macro_Acc': 0.3229914206057591, 'loss': 10.255589238716023}"
"{'Micro_F1': 0.2862190812720848, 'Macro_F1': 0.284446596151427, 'Micro_Acc': 0.2862190812720848, 'Macro_Acc': 0.2909598826418844, 'loss': 11.95368562951044}",0.284446596151427,27,2239,
,,27,2239,"{'Micro_F1': 0.3243031016882607, 'Macro_F1': 0.32425040650914505, 'Micro_Acc': 0.3243031016882607, 'Macro_Acc': 0.3250155041665624, 'loss': 9.568483576128322}"
"{'Micro_F1': 0.3321554770318021, 'Macro_F1': 0.3120950503639123, 'Micro_Acc': 0.3321554770318021, 'Macro_Acc': 0.31864445513418405, 'loss': 9.136785260879792}",0.3120950503639123,28,2319,
,,28,2319,"{'Micro_F1': 0.3121319199057715, 'Macro_F1': 0.31360583069280223, 'Micro_Acc': 0.3121319199057715, 'Macro_Acc': 0.31294452365797054, 'loss': 9.965233912830032}"
"{'Micro_F1': 0.36042402826855124, 'Macro_F1': 0.3460073419978896, 'Micro_Acc': 0.36042402826855124, 'Macro_Acc': 0.3563407732257783, 'loss': 11.44963568655367}",0.3460073419978896,29,2399,
,,29,2399,"{'Micro_F1': 0.3078131134668237, 'Macro_F1': 0.3090612260386155, 'Micro_Acc': 0.3078131134668237, 'Macro_Acc': 0.308479315053996, 'loss': 9.747847005569787}"
"{'Micro_F1': 0.33568904593639576, 'Macro_F1': 0.32961439232238404, 'Micro_Acc': 0.33568904593639576, 'Macro_Acc': 0.33001027663971394, 'loss': 10.419862773515256}",0.32961439232238404,30,2479,
,,30,2479,"{'Micro_F1': 0.3066352571652925, 'Macro_F1': 0.307747817347943, 'Micro_Acc': 0.3066352571652925, 'Macro_Acc': 0.3071694512618754, 'loss': 10.7511715683159}"
"{'Micro_F1': 0.3392226148409894, 'Macro_F1': 0.2985996974300482, 'Micro_Acc': 0.3392226148409894, 'Macro_Acc': 0.3396469599941453, 'loss': 11.588220452218394}",0.2985996974300482,31,2559,
,,31,2559,"{'Micro_F1': 0.32351786415390654, 'Macro_F1': 0.32533700061943904, 'Micro_Acc': 0.32351786415390654, 'Macro_Acc': 0.32448140732243963, 'loss': 10.080198434874628}"
