val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.24587634949874787, 'Acc': 0.32323232323232326, 'loss': 5.971180466638095}",5.971180466638095,0,544,
,,0,544,"{'F1': 0.2295999772532456, 'Acc': 0.35190498049116364, 'loss': 5.9789234377922265}"
"{'F1': 0.22857226106713546, 'Acc': 0.3746556473829201, 'loss': 6.435154572777126}",6.435154572777126,1,1089,
,,1,1089,"{'F1': 0.23895608876451266, 'Acc': 0.3604544411292174, 'loss': 5.6838384330819505}"
"{'F1': 0.25421740652844765, 'Acc': 0.40587695133149676, 'loss': 6.0277208625406455}",6.0277208625406455,2,1634,
,,2,1634,"{'F1': 0.23894560501599008, 'Acc': 0.364011934817535, 'loss': 5.751643439826616}"
"{'F1': 0.24465836018263393, 'Acc': 0.3608815426997245, 'loss': 5.154378438341444}",5.154378438341444,3,2179,
,,3,2179,"{'F1': 0.2399053599975761, 'Acc': 0.3616593986688088, 'loss': 5.6735858637258545}"
"{'F1': 0.2253798701528293, 'Acc': 0.4256198347107438, 'loss': 5.4759249514427735}",5.4759249514427735,4,2724,
,,4,2724,"{'F1': 0.2383794627861698, 'Acc': 0.362921735138857, 'loss': 5.404525867514654}"
"{'F1': 0.21387686759268315, 'Acc': 0.35858585858585856, 'loss': 6.1250852026801175}",6.1250852026801175,5,3269,
,,5,3269,"{'F1': 0.2396800889048881, 'Acc': 0.3698645857241221, 'loss': 5.70302557988998}"
"{'F1': 0.2586088951541431, 'Acc': 0.3971533516988062, 'loss': 5.106844915859941}",5.106844915859941,6,3814,
,,6,3814,"{'F1': 0.2461776556425015, 'Acc': 0.37101216433325684, 'loss': 5.588437291679032}"
"{'F1': 0.20270570989424402, 'Acc': 0.3370064279155188, 'loss': 5.4256020076033}",5.4256020076033,7,4359,
,,7,4359,"{'F1': 0.24913409479235696, 'Acc': 0.3709547854028001, 'loss': 5.501757238108084}"
"{'F1': 0.23162131464776303, 'Acc': 0.40955004591368227, 'loss': 6.229699547739997}",6.229699547739997,8,4904,
,,8,4904,"{'F1': 0.2436948406365016, 'Acc': 0.3678563231581363, 'loss': 6.049511297470933}"
"{'F1': 0.280862440455203, 'Acc': 0.39623507805325986, 'loss': 5.270251270653545}",5.270251270653545,9,5449,
,,9,5449,"{'F1': 0.24914409682315092, 'Acc': 0.37600413128299287, 'loss': 5.659490489522251}"
"{'F1': 0.22999754944597925, 'Acc': 0.379247015610652, 'loss': 5.897084700888482}",5.897084700888482,10,5994,
,,10,5994,"{'F1': 0.2571401202802635, 'Acc': 0.37135643791599726, 'loss': 5.6842953471962465}"
"{'F1': 0.27667025029698095, 'Acc': 0.3673094582185491, 'loss': 5.00836121517679}",5.00836121517679,11,6539,
,,11,6539,"{'F1': 0.24386886559591653, 'Acc': 0.36820059674087674, 'loss': 5.574587893704756}"
"{'F1': 0.1523666129872171, 'Acc': 0.2874196510560147, 'loss': 6.638848605363266}",6.638848605363266,12,7084,
,,12,7084,"{'F1': 0.24651021896281033, 'Acc': 0.3765205416571035, 'loss': 5.663685490669461}"
"{'F1': 0.23272739550554578, 'Acc': 0.3342516069788797, 'loss': 6.1762837776239365}",6.1762837776239365,13,7629,
,,13,7629,"{'F1': 0.254002286568557, 'Acc': 0.37485655267385815, 'loss': 5.520679373697403}"
"{'F1': 0.2384373621017873, 'Acc': 0.371900826446281, 'loss': 6.534179341965827}",6.534179341965827,14,8174,
,,14,8174,"{'F1': 0.2418143005085068, 'Acc': 0.3667087445490016, 'loss': 5.653155021492494}"
"{'F1': 0.2618011275252191, 'Acc': 0.38659320477502296, 'loss': 6.41226292822672}",6.41226292822672,15,8719,
,,15,8719,"{'F1': 0.25472862438031635, 'Acc': 0.3753729630479688, 'loss': 5.5065309957626765}"
"{'F1': 0.29127622895809957, 'Acc': 0.4315886134067952, 'loss': 5.188462523446566}",5.188462523446566,16,9264,
,,16,9264,"{'F1': 0.24847782427574833, 'Acc': 0.3758893734220794, 'loss': 5.751511176573027}"
"{'F1': 0.2705109660211703, 'Acc': 0.44490358126721763, 'loss': 3.9865297303683516}",3.9865297303683516,17,9809,
,,17,9809,"{'F1': 0.24595853537144013, 'Acc': 0.37399586871700713, 'loss': 5.324407269320357}"
"{'F1': 0.25078616924512676, 'Acc': 0.3824609733700643, 'loss': 5.093687356814094}",5.093687356814094,18,10354,
,,18,10354,"{'F1': 0.24636446393249453, 'Acc': 0.3676268074363094, 'loss': 5.463581996007797}"
"{'F1': 0.19412092812731704, 'Acc': 0.38659320477502296, 'loss': 5.698570666105851}",5.698570666105851,19,10899,
,,19,10899,"{'F1': 0.260455455770171, 'Acc': 0.3788730778058297, 'loss': 5.662886373274917}"
