val_perf,val_loss,epoch,step,trn_perf
"{'Micro_F1': 0.3273381294964029, 'Macro_F1': 0.2902097097493118, 'Micro_Acc': 0.3273381294964029, 'Macro_Acc': 0.30688497444510987, 'loss': 6.072204124199973}",6.072204124199973,0,78,
,,0,78,"{'Micro_F1': 0.29376498800959233, 'Macro_F1': 0.29590699078883, 'Micro_Acc': 0.29376498800959233, 'Macro_Acc': 0.294595000615323, 'loss': 9.975988388935049}"
"{'Micro_F1': 0.26618705035971224, 'Macro_F1': 0.2424902176134318, 'Micro_Acc': 0.26618705035971224, 'Macro_Acc': 0.27411493528225606, 'loss': 4.785310398465041}",4.785310398465041,1,157,
,,1,157,"{'Micro_F1': 0.31135091926458835, 'Macro_F1': 0.3130050689735886, 'Micro_Acc': 0.31135091926458835, 'Macro_Acc': 0.31239852214300234, 'loss': 4.797239707054936}"
"{'Micro_F1': 0.4316546762589928, 'Macro_F1': 0.3846176013041685, 'Micro_Acc': 0.4316546762589928, 'Macro_Acc': 0.404965994995098, 'loss': 2.757476949368723}",2.757476949368723,2,236,
,,2,236,"{'Micro_F1': 0.33413269384492406, 'Macro_F1': 0.3352947598809425, 'Micro_Acc': 0.33413269384492406, 'Macro_Acc': 0.33504739893994145, 'loss': 2.990118768499703}"
"{'Micro_F1': 0.38848920863309355, 'Macro_F1': 0.34074222170452406, 'Micro_Acc': 0.38848920863309355, 'Macro_Acc': 0.3788852907462353, 'loss': 2.589997862571129}",2.589997862571129,3,315,
,,3,315,"{'Micro_F1': 0.3908872901678657, 'Macro_F1': 0.39196110761876335, 'Micro_Acc': 0.3908872901678657, 'Macro_Acc': 0.39198356103737797, 'loss': 2.4178918392802666}"
"{'Micro_F1': 0.44244604316546765, 'Macro_F1': 0.3702562051692188, 'Micro_Acc': 0.44244604316546765, 'Macro_Acc': 0.4082993473440162, 'loss': 2.816011067672239}",2.816011067672239,4,394,
,,4,394,"{'Micro_F1': 0.43445243804956035, 'Macro_F1': 0.4309813786088982, 'Micro_Acc': 0.43445243804956035, 'Macro_Acc': 0.43557366791993185, 'loss': 2.0613792826888653}"
"{'Micro_F1': 0.4856115107913669, 'Macro_F1': 0.4579658499026832, 'Micro_Acc': 0.4856115107913669, 'Macro_Acc': 0.46817440428798357, 'loss': 1.7372987350831022}",1.7372987350831022,5,473,
,,5,473,"{'Micro_F1': 0.4536370903277378, 'Macro_F1': 0.4511848332738511, 'Micro_Acc': 0.4536370903277378, 'Macro_Acc': 0.4547231985281782, 'loss': 1.9293580515976438}"
"{'Micro_F1': 0.48201438848920863, 'Macro_F1': 0.4281392065569719, 'Micro_Acc': 0.48201438848920863, 'Macro_Acc': 0.47195217513620813, 'loss': 2.383378402764055}",2.383378402764055,6,552,
,,6,552,"{'Micro_F1': 0.47402078337330134, 'Macro_F1': 0.47251521428444504, 'Micro_Acc': 0.47402078337330134, 'Macro_Acc': 0.475220920974453, 'loss': 1.6757187627426027}"
"{'Micro_F1': 0.49640287769784175, 'Macro_F1': 0.461380972229202, 'Micro_Acc': 0.49640287769784175, 'Macro_Acc': 0.4794333937771961, 'loss': 1.8468430074599733}",1.8468430074599733,7,631,
,,7,631,"{'Micro_F1': 0.49640287769784175, 'Macro_F1': 0.4909250067571297, 'Micro_Acc': 0.49640287769784175, 'Macro_Acc': 0.49742166711203417, 'loss': 1.5664238226267457}"
"{'Micro_F1': 0.5143884892086331, 'Macro_F1': 0.4970372012006541, 'Micro_Acc': 0.5143884892086331, 'Macro_Acc': 0.4928704432491693, 'loss': 1.5779632896479479}",1.5779632896479479,8,710,
,,8,710,"{'Micro_F1': 0.5127897681854516, 'Macro_F1': 0.5102495367794362, 'Micro_Acc': 0.5127897681854516, 'Macro_Acc': 0.5141490270948342, 'loss': 1.4322254350813708}"
"{'Micro_F1': 0.5539568345323741, 'Macro_F1': 0.5309742622472329, 'Micro_Acc': 0.5539568345323741, 'Macro_Acc': 0.5431683933074598, 'loss': 1.4132202377540986}",1.4132202377540986,9,789,
,,9,789,"{'Micro_F1': 0.5319744204636291, 'Macro_F1': 0.5284432534156545, 'Micro_Acc': 0.5319744204636291, 'Macro_Acc': 0.533211381146275, 'loss': 1.355229769064371}"
"{'Micro_F1': 0.5431654676258992, 'Macro_F1': 0.5196872101167682, 'Micro_Acc': 0.5431654676258992, 'Macro_Acc': 0.5271370118879269, 'loss': 1.4609120694404583}",1.4609120694404583,10,868,
,,10,868,"{'Micro_F1': 0.5387689848121503, 'Macro_F1': 0.534900083856372, 'Micro_Acc': 0.5387689848121503, 'Macro_Acc': 0.5397207736671482, 'loss': 1.341759811765004}"
"{'Micro_F1': 0.5575539568345323, 'Macro_F1': 0.5288729144398935, 'Micro_Acc': 0.5575539568345323, 'Macro_Acc': 0.5461429317221274, 'loss': 1.5388178401393688}",1.5388178401393688,11,947,
,,11,947,"{'Micro_F1': 0.5759392486011191, 'Macro_F1': 0.5741737347422301, 'Micro_Acc': 0.5759392486011191, 'Macro_Acc': 0.576863168927521, 'loss': 1.1904933658525423}"
"{'Micro_F1': 0.5431654676258992, 'Macro_F1': 0.5279620208852897, 'Micro_Acc': 0.5431654676258992, 'Macro_Acc': 0.5320482006271648, 'loss': 1.3758339508724413}",1.3758339508724413,12,1026,
,,12,1026,"{'Micro_F1': 0.5851318944844125, 'Macro_F1': 0.5810029807821147, 'Micro_Acc': 0.5851318944844125, 'Macro_Acc': 0.5863666090515347, 'loss': 1.2453021149199488}"
