val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.20340222064012617, 'Acc': 0.39026629935720847, 'loss': 5.060671719951906}",5.060671719951906,0,544,
,,0,544,"{'F1': 0.21704193244832742, 'Acc': 0.3753729630479688, 'loss': 4.612608732870959}"
"{'F1': 0.2222036405263666, 'Acc': 0.3659320477502296, 'loss': 4.193738844083703}",4.193738844083703,1,1089,
,,1,1089,"{'F1': 0.2118441088870428, 'Acc': 0.3723892586642185, 'loss': 4.59779933177003}"
"{'F1': 0.2176534701677822, 'Acc': 0.3466483011937557, 'loss': 3.995908554049506}",3.995908554049506,2,1634,
,,2,1634,"{'F1': 0.2131426100147411, 'Acc': 0.3711269221941703, 'loss': 4.674616790036542}"
"{'F1': 0.2380647481876262, 'Acc': 0.43342516069788795, 'loss': 4.126408934593201}",4.126408934593201,3,2179,
,,3,2179,"{'F1': 0.21953437231788914, 'Acc': 0.37606151021344963, 'loss': 4.382348741085157}"
"{'F1': 0.21267706063465633, 'Acc': 0.39990817263544537, 'loss': 4.903394978979359}",4.903394978979359,4,2724,
,,4,2724,"{'F1': 0.21020952939021584, 'Acc': 0.3717007114987377, 'loss': 4.528133689372911}"
"{'F1': 0.20497676954035865, 'Acc': 0.3337924701561065, 'loss': 5.39502351525901}",5.39502351525901,5,3269,
,,5,3269,"{'F1': 0.2095575140450113, 'Acc': 0.3728482901078724, 'loss': 4.447043740639993}"
"{'F1': 0.2497240400821416, 'Acc': 0.41919191919191917, 'loss': 3.267856131429258}",3.267856131429258,6,3814,
,,6,3814,"{'F1': 0.2164659801049434, 'Acc': 0.370323617167776, 'loss': 4.709755940612303}"
"{'F1': 0.24846630589412402, 'Acc': 0.40633608815426997, 'loss': 3.996772862214973}",3.996772862214973,7,4359,
,,7,4359,"{'F1': 0.21297119107153048, 'Acc': 0.3699219646545788, 'loss': 4.573110821925172}"
"{'F1': 0.2104536221556253, 'Acc': 0.41046831955922863, 'loss': 4.996308962504069}",4.996308962504069,8,4904,
,,8,4904,"{'F1': 0.2197412756507508, 'Acc': 0.37611888914390634, 'loss': 4.314790306178802}"
"{'F1': 0.21930168150431184, 'Acc': 0.41689623507805323, 'loss': 3.6248693155205767}",3.6248693155205767,9,5449,
,,9,5449,"{'F1': 0.21836501485552362, 'Acc': 0.3750286894652284, 'loss': 4.423583975188229}"
"{'F1': 0.20656422810951097, 'Acc': 0.41276400367309457, 'loss': 4.650108407157055}",4.650108407157055,10,5994,
,,10,5994,"{'F1': 0.21646100265473017, 'Acc': 0.374454900160661, 'loss': 4.578290950486419}"
"{'F1': 0.24704369096035705, 'Acc': 0.41735537190082644, 'loss': 3.951371104820915}",3.951371104820915,11,6539,
,,11,6539,"{'F1': 0.21408048999159077, 'Acc': 0.3765205416571035, 'loss': 4.429431518283459}"
"{'F1': 0.2227394874375197, 'Acc': 0.4067952249770432, 'loss': 3.8402031722168126}",3.8402031722168126,12,7084,
,,12,7084,"{'F1': 0.21576621220219733, 'Acc': 0.37485655267385815, 'loss': 4.483595693002053}"
"{'F1': 0.20276938850428783, 'Acc': 0.4164370982552801, 'loss': 4.763964397319849}",4.763964397319849,13,7629,
,,13,7629,"{'F1': 0.21598117225765417, 'Acc': 0.3791599724581134, 'loss': 4.530314718692675}"
"{'F1': 0.22245853145711644, 'Acc': 0.3778696051423324, 'loss': 4.613039320793705}",4.613039320793705,14,8174,
,,14,8174,"{'F1': 0.21651597413029783, 'Acc': 0.38065182464998853, 'loss': 4.632726242345408}"
"{'F1': 0.1977070125079133, 'Acc': 0.33746556473829203, 'loss': 4.816477461137634}",4.816477461137634,15,8719,
,,15,8719,"{'F1': 0.21978227394954572, 'Acc': 0.381627266467753, 'loss': 4.54760933316082}"
"{'F1': 0.20380944507264206, 'Acc': 0.3888888888888889, 'loss': 4.6613669842802175}",4.6613669842802175,16,9264,
,,16,9264,"{'F1': 0.21364610256836594, 'Acc': 0.3765205416571035, 'loss': 4.38564406250595}"
