val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.2963386080752227, 'Acc': 0.5192837465564738, 'loss': 2.853325988071552}",2.853325988071552,21,11989,
,,21,11989,"{'F1': 0.31065712401904955, 'Acc': 0.5257631397750746, 'loss': 2.3950954380385374}"
"{'F1': 0.3084132157858218, 'Acc': 0.5091827364554637, 'loss': 2.310512294371923}",2.310512294371923,22,12534,
,,22,12534,"{'F1': 0.31453857452627665, 'Acc': 0.5201973835207712, 'loss': 2.4489374086397504}"
"{'F1': 0.3109553895974307, 'Acc': 0.5757575757575758, 'loss': 2.22584869839467}",2.22584869839467,23,13079,
,,23,13079,"{'F1': 0.3141953546113523, 'Acc': 0.5168120266238238, 'loss': 2.3869486140548637}"
"{'F1': 0.33766017113872254, 'Acc': 0.529384756657484, 'loss': 2.4229507930036904}",2.4229507930036904,24,13624,
,,24,13624,"{'F1': 0.31025641438881363, 'Acc': 0.5207711728253386, 'loss': 2.406418853943501}"
"{'F1': 0.31982492805530777, 'Acc': 0.5606060606060606, 'loss': 2.1824763028518013}",2.1824763028518013,25,14169,
,,25,14169,"{'F1': 0.3090548947235815, 'Acc': 0.5214597199908194, 'loss': 2.423804265206013}"
"{'F1': 0.33770654291688634, 'Acc': 0.5757575757575758, 'loss': 2.185839321302331}",2.185839321302331,26,14714,
,,26,14714,"{'F1': 0.3143224560868413, 'Acc': 0.5317305485425752, 'loss': 2.3711949859190424}"
"{'F1': 0.3156662335223677, 'Acc': 0.5831037649219467, 'loss': 2.1045227759126304}",2.1045227759126304,27,15259,
,,27,15259,"{'F1': 0.3164179246535895, 'Acc': 0.5215170989212761, 'loss': 2.461850065485053}"
