val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.17404212509216327, 'Acc': 0.28879706152433426, 'loss': 4.985531921835913}",4.985531921835913,0,544,
,,0,544,"{'F1': 0.17410851415733147, 'Acc': 0.310706908423227, 'loss': 5.423025431764235}"
"{'F1': 0.16442430859326712, 'Acc': 0.38337924701561066, 'loss': 5.870148854681116}",5.870148854681116,1,1089,
,,1,1089,"{'F1': 0.18018215764318, 'Acc': 0.3225269680973147, 'loss': 5.211600642904229}"
"{'F1': 0.17952659707118168, 'Acc': 0.37649219467401285, 'loss': 5.6480081952514425}",5.6480081952514425,2,1634,
,,2,1634,"{'F1': 0.17743186517273415, 'Acc': 0.3167316961211843, 'loss': 5.384044183941063}"
"{'F1': 0.14575367860237257, 'Acc': 0.2975206611570248, 'loss': 4.011760896530705}",4.011760896530705,3,2179,
,,3,2179,"{'F1': 0.18327099506079572, 'Acc': 0.3220679366536608, 'loss': 5.4720668372757935}"
"{'F1': 0.1352938366452357, 'Acc': 0.2878787878787879, 'loss': 4.843498084856116}",4.843498084856116,4,2724,
,,4,2724,"{'F1': 0.17755838917545, 'Acc': 0.31604314895570346, 'loss': 5.301004120625487}"
"{'F1': 0.1594686809247243, 'Acc': 0.31955922865013775, 'loss': 5.528614721868349}",5.528614721868349,5,3269,
,,5,3269,"{'F1': 0.1884895850236775, 'Acc': 0.317879274730319, 'loss': 5.410330112702256}"
"{'F1': 0.1728881670283074, 'Acc': 0.34389348025711663, 'loss': 4.949476936589116}",4.949476936589116,6,3814,
,,6,3814,"{'F1': 0.18776870880700153, 'Acc': 0.326371356437916, 'loss': 5.2633003720449745}"
"{'F1': 0.18967864353540387, 'Acc': 0.344811753902663, 'loss': 6.152486168819925}",6.152486168819925,7,4359,
,,7,4359,"{'F1': 0.18376630351200568, 'Acc': 0.32149414734909343, 'loss': 5.29141769102954}"
"{'F1': 0.14968646935600405, 'Acc': 0.24058769513314968, 'loss': 6.148579086082569}",6.148579086082569,8,4904,
,,8,4904,"{'F1': 0.17966528677060098, 'Acc': 0.3195432637135644, 'loss': 5.432543367639594}"
"{'F1': 0.17971602001146447, 'Acc': 0.3370064279155188, 'loss': 6.14247475154158}",6.14247475154158,9,5449,
,,9,5449,"{'F1': 0.1865012483811857, 'Acc': 0.32688776681202664, 'loss': 5.446926940253022}"
"{'F1': 0.16957333321715332, 'Acc': 0.2975206611570248, 'loss': 5.7831959447998935}",5.7831959447998935,10,5994,
,,10,5994,"{'F1': 0.17972818704400106, 'Acc': 0.32017443194858847, 'loss': 5.502008787645113}"
"{'F1': 0.21151164865867272, 'Acc': 0.3691460055096419, 'loss': 4.9916975981947305}",4.9916975981947305,11,6539,
,,11,6539,"{'F1': 0.17931554169035296, 'Acc': 0.31885471654808356, 'loss': 5.44029284967195}"
"{'F1': 0.1588358902939662, 'Acc': 0.3714416896235078, 'loss': 4.339476480000261}",4.339476480000261,12,7084,
,,12,7084,"{'F1': 0.18911976223573562, 'Acc': 0.3246499885242139, 'loss': 5.128113637276746}"
"{'F1': 0.1826661359960324, 'Acc': 0.29201101928374656, 'loss': 5.850962593935538}",5.850962593935538,13,7629,
,,13,7629,"{'F1': 0.18228617342940104, 'Acc': 0.322240073445031, 'loss': 5.377241533174427}"
