val_ntxent_loss,epoch,step,trn_ntxent_loss
5.0676116943359375,0,544,
,0,544,2.911407947540283
6.849750518798828,1,1089,
,1,1089,2.575711488723755
8.686542510986328,2,1634,
,2,1634,2.41607928276062
6.380945205688477,3,2179,
,3,2179,2.343951940536499
6.864009857177734,4,2724,
,4,2724,2.3679606914520264
7.039076805114746,5,3269,
,5,3269,2.1986067295074463
5.826821804046631,6,3814,
,6,3814,2.174098491668701
7.387278079986572,7,4359,
,7,4359,2.0790836811065674
6.421828269958496,8,4904,
,8,4904,2.0457241535186768
5.295664310455322,9,5449,
,9,5449,1.6648311614990234
4.632465362548828,10,5994,
,10,5994,1.2401514053344727
4.9141764640808105,11,6539,
,11,6539,1.1431188583374023
4.468303203582764,12,7084,
,12,7084,1.0772054195404053
4.622210502624512,13,7629,
,13,7629,1.0963281393051147
5.446901798248291,14,8174,
,14,8174,0.9703199863433838
5.396580219268799,15,8719,
,15,8719,1.0408602952957153
4.433915138244629,16,9264,
,16,9264,0.9465382695198059
4.735391139984131,17,9809,
,17,9809,0.993764340877533
4.955489158630371,18,10354,
,18,10354,0.9779005646705627
4.94809103012085,19,10899,
,19,10899,0.9741660952568054
6.047801494598389,20,11444,
,20,11444,0.8788578510284424
4.7854084968566895,21,11989,
,21,11989,0.9155828356742859
4.852875709533691,22,12534,
,22,12534,0.8834733963012695
4.924988269805908,23,13079,
,23,13079,0.8653042316436768
4.2773871421813965,24,13624,
,24,13624,0.801536500453949
4.6164422035217285,25,14169,
,25,14169,0.794524073600769
5.2759199142456055,26,14714,
,26,14714,0.8337442278862
5.368034362792969,27,15259,
,27,15259,0.7909362316131592
4.5440144538879395,28,15804,
,28,15804,0.6873270273208618
4.21893310546875,29,16349,
,29,16349,0.5657501220703125
4.356969833374023,30,16894,
,30,16894,0.5444803833961487
4.730202674865723,31,17439,
,31,17439,0.5671199560165405
4.227713108062744,32,17984,
,32,17984,0.5464722514152527
3.9404332637786865,33,18529,
,33,18529,0.5057230591773987
4.260869979858398,34,19074,
,34,19074,0.4583176076412201
4.619627475738525,35,19619,
,35,19619,0.42107057571411133
4.027129650115967,36,20164,
,36,20164,0.49377912282943726
4.583626747131348,37,20709,
,37,20709,0.5233593583106995
4.954344272613525,38,21254,
,38,21254,0.48353317379951477
4.279484748840332,39,21799,
,39,21799,0.44585710763931274
4.365720272064209,40,22344,
,40,22344,0.46250656247138977
4.631197929382324,41,22889,
,41,22889,0.4520357549190521
4.1430816650390625,42,23434,
,42,23434,0.4397769272327423
4.190423488616943,43,23979,
,43,23979,0.40608057379722595
4.077999114990234,44,24524,
,44,24524,0.42490431666374207
3.724841594696045,45,25069,
,45,25069,0.3536283075809479
3.8186070919036865,46,25614,
,46,25614,0.37768441438674927
4.000492572784424,47,26159,
,47,26159,0.3210080862045288
3.4834001064300537,48,26704,
,48,26704,0.35088831186294556
3.653167247772217,49,27249,
,49,27249,0.3134724199771881
3.98537015914917,50,27794,
,50,27794,0.31432977318763733
3.8281667232513428,51,28339,
,51,28339,0.2931981086730957
3.9779253005981445,52,28884,
,52,28884,0.3202359080314636
4.8007025718688965,53,29429,
,53,29429,0.34170079231262207
3.490267038345337,54,29974,
,54,29974,0.26019951701164246
4.361545085906982,55,30519,
,55,30519,0.3234063386917114
4.117066860198975,56,31064,
,56,31064,0.2958175241947174
4.137325286865234,57,31609,
,57,31609,0.2774740755558014
4.122475624084473,58,32154,
,58,32154,0.25711190700531006
4.064368724822998,59,32699,
,59,32699,0.25996705889701843
4.345459461212158,60,33244,
,60,33244,0.31897059082984924
3.6978602409362793,61,33789,
,61,33789,0.22920501232147217
4.003538131713867,62,34334,
,62,34334,0.25316381454467773
4.059823513031006,63,34879,
,63,34879,0.28622540831565857
4.050273895263672,64,35424,
,64,35424,0.30090564489364624
3.8604869842529297,65,35969,
,65,35969,0.26784202456474304
3.6629135608673096,66,36514,
,66,36514,0.3135705292224884
3.8099570274353027,67,37059,
,67,37059,0.2516893744468689
4.186705112457275,68,37604,
,68,37604,0.25274044275283813
4.208906173706055,69,38149,
,69,38149,0.2525937557220459
3.491872787475586,70,38694,
,70,38694,0.2164752036333084
3.3480584621429443,71,39239,
,71,39239,0.26417914032936096
4.01632022857666,72,39784,
,72,39784,0.23495008051395416
3.897235870361328,73,40329,
,73,40329,0.28951069712638855
4.012623310089111,74,40874,
,74,40874,0.29823818802833557
4.5458173751831055,75,41419,
,75,41419,0.27803611755371094
3.7420592308044434,76,41964,
,76,41964,0.26240113377571106
4.067087650299072,77,42509,
,77,42509,0.23378141224384308
3.555196523666382,78,43054,
,78,43054,0.22817851603031158
3.901972770690918,79,43599,
,79,43599,0.22126103937625885
4.159252166748047,80,44144,
,80,44144,0.21914413571357727
