val_ntxent_loss,epoch,step,trn_ntxent_loss
6.501209259033203,0,544,
,0,544,1.3626837730407715
6.027282238006592,1,1089,
,1,1089,0.5574217438697815
6.735861778259277,2,1634,
,2,1634,0.45132842659950256
5.257616996765137,3,2179,
,3,2179,0.4003657400608063
5.769845962524414,4,2724,
,4,2724,0.37225791811943054
5.641562461853027,5,3269,
,5,3269,0.34702759981155396
5.190361022949219,6,3814,
,6,3814,0.31725504994392395
5.556794166564941,7,4359,
,7,4359,0.28745150566101074
5.715687274932861,8,4904,
,8,4904,0.2819255292415619
5.474434852600098,9,5449,
,9,5449,0.26281023025512695
5.709266662597656,10,5994,
,10,5994,0.2415950745344162
5.638944149017334,11,6539,
,11,6539,0.2447522133588791
5.721414566040039,12,7084,
,12,7084,0.21761825680732727
5.1716814041137695,13,7629,
,13,7629,0.21578620374202728
5.378259658813477,14,8174,
,14,8174,0.18803010880947113
4.397149562835693,15,8719,
,15,8719,0.10989617556333542
4.826202869415283,16,9264,
,16,9264,0.10064226388931274
4.301823616027832,17,9809,
,17,9809,0.09214606136083603
4.555855751037598,18,10354,
,18,10354,0.074116051197052
4.285511493682861,19,10899,
,19,10899,0.08187706768512726
4.565013408660889,20,11444,
,20,11444,0.08377106487751007
4.897922039031982,21,11989,
,21,11989,0.0755293145775795
4.529387474060059,22,12534,
,22,12534,0.0776180624961853
4.716194152832031,23,13079,
,23,13079,0.07000796496868134
4.682871341705322,24,13624,
,24,13624,0.07147540152072906
4.508682727813721,25,14169,
,25,14169,0.06477388739585876
4.883638858795166,26,14714,
,26,14714,0.06806103140115738
4.599464416503906,27,15259,
,27,15259,0.06817212700843811
4.7453227043151855,28,15804,
,28,15804,0.06274698674678802
4.184276103973389,29,16349,
,29,16349,0.06368406116962433
4.306944370269775,30,16894,
,30,16894,0.06324721872806549
3.997703790664673,31,17439,
,31,17439,0.059103868901729584
4.892998218536377,32,17984,
,32,17984,0.05368291214108467
4.760680198669434,33,18529,
,33,18529,0.05511343479156494
4.340719223022461,34,19074,
,34,19074,0.05529319867491722
3.414332628250122,35,19619,
,35,19619,0.05303654819726944
4.617152214050293,36,20164,
,36,20164,0.05358070880174637
4.515829086303711,37,20709,
,37,20709,0.05548625439405441
4.5240559577941895,38,21254,
