val_ntxent_loss,epoch,step,trn_ntxent_loss
7.6915283203125,0,544,
,0,544,2.9719417095184326
6.625667095184326,1,1089,
,1,1089,2.640623092651367
7.4396162033081055,2,1634,
,2,1634,2.6273624897003174
7.297337532043457,3,2179,
,3,2179,2.550568103790283
7.4446120262146,4,2724,
,4,2724,2.4559264183044434
7.295891761779785,5,3269,
,5,3269,2.4500088691711426
6.6390910148620605,6,3814,
,6,3814,2.3987374305725098
7.49408483505249,7,4359,
,7,4359,2.3239755630493164
7.1501593589782715,8,4904,
,8,4904,2.333231210708618
6.921595573425293,9,5449,
,9,5449,2.317124605178833
6.588211536407471,10,5994,
,10,5994,1.8243975639343262
7.15500545501709,11,6539,
,11,6539,1.4015941619873047
6.102727890014648,12,7084,
,12,7084,1.2595313787460327
6.92949104309082,13,7629,
,13,7629,1.2362884283065796
6.928447246551514,14,8174,
,14,8174,1.2235156297683716
7.445053577423096,15,8719,
,15,8719,1.2185475826263428
7.175367832183838,16,9264,
,16,9264,1.131994605064392
6.529168605804443,17,9809,
,17,9809,0.8137900829315186
6.473480701446533,18,10354,
,18,10354,0.7667421102523804
6.644772052764893,19,10899,
,19,10899,0.6913586854934692
6.417518138885498,20,11444,
,20,11444,0.6624215841293335
6.502773761749268,21,11989,
,21,11989,0.6482826471328735
6.105954647064209,22,12534,
,22,12534,0.6533920764923096
6.729445934295654,23,13079,
,23,13079,0.6506970524787903
6.546055793762207,24,13624,
,24,13624,0.5713801383972168
5.736030578613281,25,14169,
,25,14169,0.6129430532455444
6.207791328430176,26,14714,
,26,14714,0.5893660187721252
5.927146911621094,27,15259,
,27,15259,0.4769386351108551
5.739630222320557,28,15804,
,28,15804,0.5057199001312256
5.581669330596924,29,16349,
,29,16349,0.44221922755241394
5.901292324066162,30,16894,
,30,16894,0.43329939246177673
5.2926554679870605,31,17439,
,31,17439,0.42177674174308777
5.387777328491211,32,17984,
,32,17984,0.37318557500839233
5.9197998046875,33,18529,
,33,18529,0.41502994298934937
5.670398712158203,34,19074,
,34,19074,0.34184232354164124
5.58953857421875,35,19619,
,35,19619,0.377768874168396
5.709402084350586,36,20164,
,36,20164,0.4134756922721863
5.568789482116699,37,20709,
,37,20709,0.33876490592956543
5.246314525604248,38,21254,
,38,21254,0.3552803099155426
5.420126914978027,39,21799,
,39,21799,0.34792497754096985
5.002758502960205,40,22344,
,40,22344,0.350262850522995
5.9022064208984375,41,22889,
,41,22889,0.31879937648773193
5.171429634094238,42,23434,
,42,23434,0.3273051381111145
5.211649417877197,43,23979,
,43,23979,0.2952732443809509
5.645270824432373,44,24524,
,44,24524,0.32594481110572815
5.704407691955566,45,25069,
,45,25069,0.33245861530303955
5.483597755432129,46,25614,
,46,25614,0.3543098270893097
5.865720272064209,47,26159,
,47,26159,0.35302257537841797
4.485782146453857,48,26704,
,48,26704,0.33127108216285706
5.853874206542969,49,27249,
,49,27249,0.35841915011405945
5.844388961791992,50,27794,
,50,27794,0.3570927381515503
5.301909923553467,51,28339,
,51,28339,0.23558184504508972
5.689548969268799,52,28884,
,52,28884,0.26958730816841125
5.247363090515137,53,29429,
,53,29429,0.26862433552742004
6.511519432067871,54,29974,
,54,29974,0.297311007976532
6.547275066375732,55,30519,
,55,30519,0.2998206615447998
5.917079925537109,56,31064,
,56,31064,0.30537083745002747
5.830403804779053,57,31609,
,57,31609,0.2885391116142273
5.916868209838867,58,32154,
,58,32154,0.27773427963256836
5.643734455108643,59,32699,
,59,32699,0.23859833180904388
6.033638000488281,60,33244,
,60,33244,0.23926828801631927
6.1056013107299805,61,33789,
,61,33789,0.299393892288208
